Region,Office,Client ID,Client Status,Loan Status,Client Score,Status Date
South Rift AgriBiz,Londiani,69858.0,Active,Penalties,62.28,2021-02-28
Eastern Region,Wote,80127.0,Active,Penalties,53.03,2021-01-31
Nairobi Region,Kahawa,18442.0,Dormant,Penalties,60.87,2018-08-31
North Rift Region,Kapsabet,36952.0,Dormant,Penalties,36.85,2019-10-31
Nairobi Region,Rongai,3261.0,Dormant,Penalties,37.67,2020-11-30
Coast Region,Mtwapa,27381.0,Dormant,Penalties,31.05,2019-03-31
Coast Region,Malindi,77925.0,Active,Penalties,50.87,2020-11-30
Eastern Region,Tala,63338.0,Dormant,Penalties,61.73,2020-09-30
South Rift AgriBiz,Ndunyu Njeru,46859.0,Active,P+I Current,65.56,2021-02-28
South Rift Region,Naivasha,39696.0,Dormant,Penalties,22.63,2019-09-30
South Rift AgriBiz,Nakuru AgriBiz,6130.0,Dormant,Pending Renewal,50.14,2018-06-30
Eastern Region,Mwingi,69797.0,Dormant,Penalties,27.3,2021-02-28
Nairobi Region,Ngong Road,62041.0,Dormant,Penalties,0.5,2020-08-31
North Rift Region,Eldoret3,41536.0,Dormant,Penalties,4.49,2019-08-31
Nairobi Region,Ngong Road,11607.0,Dormant,Penalties,41.28,2018-04-30
Coast Region,Malindi,71209.0,Active,P+I In Default,41.56,2021-02-28
North Rift Region,Eldoret1,5502.0,Dormant,Pending Renewal,55.56,2017-04-30
Coast Region,Mtwapa,12904.0,Dormant,Penalties,38.38,2018-04-30
Coast Region,Voi,66013.0,Dormant,Penalties,45.4,2020-10-31
Central AgriBiz,Githunguri,65863.0,Dormant,P+I In Default,,2021-02-28
Western Region,Mumias,74027.0,Active,Penalties,67.98,2021-02-28
Nairobi Region,Kariobangi,19311.0,Dormant,Penalties,29.87,2018-06-30
Coast Region,Mtwapa,17250.0,Dormant,Penalties,9.81,2018-04-30
Coast Region,Kilifi,56860.0,Dormant,Penalties,8.9,2020-05-31
South Rift Region,Bomet,13147.0,Dormant,Penalties,9.43,2018-12-31
Eastern Region,Mwingi,52996.0,Inactive,Pending Renewal,,2019-03-31
South Rift AgriBiz,Nakuru AgriBiz,16279.0,Dormant,P+I In Default,,2019-08-31
Coast Region,Ukunda,21973.0,Dormant,Penalties,43.41,2019-12-31
Western Region,Bungoma,58926.0,Dormant,Penalties,8.9,2020-05-31
South Rift AgriBiz,Keringet,61165.0,Dormant,Pending Renewal,44.92,2021-02-28
North Rift Region,Eldoret2,19465.0,Inactive,Pending Renewal,,2017-06-30
North Rift Region,Eldoret3,30000.0,Dormant,Penalties,38.6,2019-05-31
Coast Region,Malindi,54848.0,Inactive,Pending Renewal,,2019-04-30
South Rift Region,Nakuru,11672.0,Dormant,Penalties,24.13,2017-12-31
South Rift Region,Naivasha,20960.0,Inactive,Pending Renewal,,2017-07-31
Central AgriBiz,Githunguri,60891.0,Dormant,P+I In Default,,2020-09-30
Nairobi Region,Embakasi,2064.0,Dormant,Penalties,43.8,2017-01-31
South Rift Region,Kericho,24275.0,Dormant,Penalties,0.15,2018-09-30
Coast Region,Mombasa,13107.0,Dormant,Pending Renewal,48.47,2018-04-30
Nairobi Region,Kahawa,34047.0,Dormant,Penalties,0.15,2019-04-30
Nairobi Region,Rongai,15167.0,Active,P+I In Default,76.87,2021-02-28
Western Region,Mbale,60520.0,Active,Penalties,31.6,2020-10-31
South Rift Region,Nyahururu,68014.0,Dormant,Penalties,16.89,2020-12-31
Nairobi Region,Rongai,81380.0,Active,Penalties,42.52,2020-11-30
North Rift Region,Iten,35334.0,Dormant,Penalties,0.15,2019-05-31
South Rift Region,Naivasha,15240.0,Dormant,Pending Renewal,43.27,2018-03-31
Nairobi Region,Kiambu,42357.0,Dormant,Penalties,0.15,2019-08-31
Nairobi Region,Kariobangi,3572.0,Dormant,Penalties,0.15,2016-08-31
Nairobi Region,Rongai,30752.0,Dormant,Penalties,26.1,2019-03-31
Eastern Region,Machakos,84604.0,New,P+I Current,,2021-02-28
Nairobi Region,Ngong Road,3354.0,Dormant,Pending Renewal,34.9,2016-07-31
North Rift Region,Kapsabet,38940.0,Dormant,Penalties,42.72,2019-11-30
North Rift Region,Kapsabet,64650.0,Active,Penalties,67.52,2020-11-30
South Rift Region,Kericho,62837.0,Dormant,Penalties,27.86,2020-09-30
Western Region,Kakamega,53981.0,Dormant,Penalties,8.9,2020-03-31
South Rift Region,Nakuru,47947.0,Dormant,Penalties,44.47,2020-01-31
Nairobi Region,Embakasi,1542.0,Dormant,Pending Renewal,56.08,2016-07-31
Nairobi Region,Kiambu,20413.0,Dormant,Penalties,36.39,2018-12-31
Western Region,Mumias,73783.0,Active,P+I Current,76.52,2021-02-28
Coast Region,Mtwapa,39673.0,Dormant,Penalties,29.56,2019-11-30
North Rift Region,Eldoret2,36933.0,Dormant,Penalties,65.81,2019-08-31
Nairobi Region,Kariobangi,24336.0,Dormant,Penalties,59.15,2019-07-31
South Rift Region,Narok,25294.0,Dormant,Penalties,10.78,2018-10-31
North Rift Region,Eldoret1,10378.0,Dormant,Penalties,18.17,2017-09-30
Coast Region,Mtwapa,38956.0,Dormant,Penalties,16.23,2019-07-31
Nairobi Region,Kariobangi,21427.0,Dormant,Pending Renewal,58.46,2018-11-30
Nairobi Region,Rongai,5104.0,Dormant,Penalties,52.81,2017-04-30
Western Region,Mbale,68107.0,Dormant,Penalties,19.86,2020-11-30
North Rift Region,Eldoret3,47838.0,Active,P+I In Default,44.13,2021-02-28
North Rift Region,Iten,31753.0,Dormant,Penalties,32.03,2019-05-31
South Rift AgriBiz,Keringet,68846.0,Active,P+I In Default,61.53,2021-02-28
South Rift Region,Kericho,8317.0,Dormant,Penalties,0.15,2017-06-30
South Rift AgriBiz,Keringet,77796.0,Active,P+I In Default,42.48,2021-02-28
Nairobi Region,Kiambu,30315.0,Dormant,Pending Renewal,66.73,2019-09-30
Nairobi Region,Rongai,14513.0,Dormant,Penalties,8.29,2018-03-31
Coast Region,Mariakani,63009.0,Dormant,Penalties,17.27,2020-11-30
North Rift Region,Eldoret2,39627.0,Dormant,Penalties,51.76,2021-02-28
North Rift Region,Eldoret1,20652.0,Dormant,Penalties,0.15,2018-06-30
South Rift AgriBiz,Keringet,53880.0,Dormant,Pending Renewal,53.0,2021-01-31
Nairobi Region,Embakasi,63503.0,Dormant,Penalties,0.15,2020-08-31
North Rift Region,Eldoret1,23661.0,Dormant,Penalties,41.06,2019-02-28
Western Region,Kakamega,70340.0,Dormant,Penalties,0.15,2020-11-30
North Rift Region,Iten,85222.0,New,Pending Renewal,,2021-02-28
Nairobi Region,Rongai,25132.0,Inactive,Pending Renewal,,2017-10-31
Nairobi Region,Kiambu,5469.0,Dormant,Penalties,26.13,2021-02-28
South Rift Region,Nakuru,47373.0,Dormant,Pending Renewal,24.46,2020-04-30
South Rift AgriBiz,Nakuru AgriBiz,12207.0,Dormant,Pending Renewal,38.36,2018-09-30
Nairobi Region,Embakasi,1552.0,Dormant,Penalties,34.73,2016-10-31
South Rift Region,Molo,66340.0,Dormant,Penalties,8.9,2020-09-30
North Rift Region,Kapenguria,56137.0,Dormant,Penalties,5.84,2020-06-30
Nairobi Region,Kahawa,79082.0,Active,Penalties,34.51,2020-11-30
Nairobi Region,Kiambu,15640.0,Dormant,Penalties,31.81,2018-06-30
Eastern Region,Emali,85667.0,New,P+I Current,68.18,2021-02-28
South Rift Region,Kericho,61049.0,Dormant,Penalties,36.78,2020-08-31
Western Region,Busia,53928.0,Inactive,Pending Renewal,,2019-03-31
Western Region,Mbale,67334.0,Dormant,Penalties,0.15,2020-10-31
Coast Region,Malindi,67063.0,Active,Penalties,70.04,2021-02-28
North Rift Region,Eldoret1,6589.0,Dormant,Pending Renewal,48.01,2017-04-30
Nairobi Region,Ngong Road,27924.0,Dormant,Penalties,39.14,2019-09-30
Nairobi Region,Ngong Road,70052.0,Dormant,Penalties,47.99,2021-02-28
South Rift Region,Molo,32580.0,Dormant,Penalties,21.36,2019-07-31
North Rift Region,Iten,84417.0,New,Pending Renewal,,2021-02-28
Nairobi Region,Limuru,48265.0,Dormant,Penalties,8.9,2019-12-31
Central AgriBiz,Gatundu,47383.0,Active,Pending Renewal,75.02,2021-02-28
Nairobi Region,Kariobangi,46585.0,Dormant,Penalties,0.15,2019-10-31
Nairobi Region,Embakasi,4866.0,Dormant,Penalties,43.61,2017-03-31
Nairobi Region,Kariobangi,4881.0,Dormant,Penalties,12.34,2017-02-28
Eastern Region,Mwingi,59141.0,Dormant,Penalties,30.62,2020-07-31
Nairobi Region,Kariobangi,70932.0,Dormant,Penalties,29.66,2020-12-31
South Rift Region,Nakuru,21187.0,Dormant,Penalties,41.23,2021-02-28
South Rift AgriBiz,Ndunyu Njeru,23426.0,Active,Penalties,69.67,2021-01-31
South Rift Region,Nakuru,18974.0,Dormant,Penalties,29.28,2018-05-31
South Rift Region,Nakuru,29601.0,Dormant,Penalties,60.35,2019-06-30
Western Region,Mumias,78424.0,Active,Pending Renewal,41.98,2021-02-28
Eastern Region,Mwingi,52263.0,Dormant,Penalties,18.35,2020-05-31
Nairobi Region,Embakasi,10460.0,Active,Penalties,44.95,2021-01-31
North Rift Region,Kapsowar,75778.0,Dormant,Pending Renewal,32.56,2021-01-31
South Rift AgriBiz,Keringet,81120.0,Active,P+I In Default,,2020-11-30
Nairobi Region,Kiambu,25767.0,Inactive,Pending Renewal,,2017-11-30
North Rift Region,Eldoret1,8886.0,Dormant,Penalties,42.23,2017-06-30
Nairobi Region,Thika,18519.0,Dormant,Penalties,0.15,2018-05-31
North Rift Region,Eldoret3,78273.0,Active,Penalties,69.86,2020-12-31
South Rift Region,Nakuru,64168.0,Dormant,Pending Renewal,17.2,2020-10-31
South Rift Region,Naivasha,7342.0,Dormant,Penalties,5.51,2017-05-31
Central AgriBiz,Gatundu,60605.0,Dormant,P+I In Default,,2020-12-31
Nairobi Region,Rongai,84811.0,New,P+I In Default,,2021-02-28
Nairobi Region,Kiambu,3112.0,Dormant,Penalties,45.89,2017-09-30
South Rift AgriBiz,Ndunyu Njeru,64861.0,Active,P+I In Default,63.57,2021-02-28
Eastern Region,Matuu,53569.0,Dormant,Penalties,35.46,2020-09-30
Nairobi Region,Kiambu,46260.0,Dormant,Penalties,28.75,2019-10-31
Nairobi Region,Rongai,25539.0,Dormant,Penalties,30.78,2018-10-31
Nairobi Region,Kariobangi,9289.0,Dormant,Penalties,23.55,2017-09-30
South Rift AgriBiz,Keringet,64600.0,Dormant,Penalties,50.84,2021-02-28
Coast Region,Ukunda,48699.0,Dormant,Penalties,35.06,2020-02-29
Nairobi Region,Ngong Road,71681.0,Active,P+I Current,81.85,2021-02-28
Nairobi Region,Embakasi,31858.0,Dormant,Penalties,25.72,2019-03-31
Western Region,Mumias,79248.0,Active,Penalties,28.45,2020-12-31
Nairobi Region,Thika,38981.0,Dormant,Penalties,19.07,2019-08-31
Coast Region,Mombasa,54023.0,Active,P+I Current,79.52,2021-02-28
Coast Region,Ukunda,13710.0,Active,Penalties,57.79,2021-02-28
North Rift Region,Iten,31153.0,Dormant,Pending Renewal,53.01,2019-10-31
South Rift AgriBiz,Nakuru AgriBiz,64134.0,Dormant,P+I In Default,,2021-01-31
South Rift Region,Narok,80903.0,Active,Penalties,37.81,2020-11-30
,Fraud,59730.0,Dormant,Penalties,0.31,2020-08-31
Central AgriBiz,Githunguri,40691.0,Dormant,Penalties,54.52,2020-06-30
Nairobi Region,Limuru,83510.0,Active,Penalties,29.52,2021-02-28
South Rift Region,Litein,57634.0,Dormant,P+I In Default,34.46,2020-10-31
Western Region,Bungoma,82942.0,Active,Penalties,54.42,2021-02-28
Central AgriBiz,Githunguri,29092.0,Dormant,Penalties,37.28,2019-12-31
Nairobi Region,Kariobangi,11314.0,Inactive,Pending Renewal,,2016-11-30
Western Region,Kisumu,76616.0,Active,Penalties,37.7,2021-01-31
Eastern Region,Kitui,67783.0,Dormant,Penalties,0.5,2020-11-30
South Rift Region,Bomet,54509.0,Active,P+I Current,52.36,2021-02-28
North Rift Region,Kapenguria,63012.0,Dormant,Penalties,0.5,2020-09-30
Eastern Region,Matuu,85161.0,New,P+I Current,,2021-02-28
Western Region,Busia,73106.0,Dormant,Penalties,21.79,2021-02-28
Nairobi Region,Embakasi,2802.0,Active,Penalties,46.11,2020-11-30
Nairobi Region,Kahawa,19078.0,Dormant,Penalties,35.76,2018-08-31
Central AgriBiz,Gatundu,66071.0,Dormant,Penalties,49.62,2021-02-28
Coast Region,Mombasa,32295.0,Dormant,Penalties,17.16,2019-04-30
Nairobi Region,Kahawa,42184.0,Dormant,Penalties,47.58,2019-10-31
North Rift Region,Kitale,7719.0,Dormant,Penalties,30.0,2017-06-30
North Rift Region,Kapenguria,80927.0,Active,Penalties,25.13,2021-02-28
North Rift Region,Kapsabet,19145.0,Dormant,Penalties,46.06,2019-08-31
Nairobi Region,Ngong Road,8040.0,Dormant,Penalties,38.22,2017-11-30
South Rift Region,Naivasha,2196.0,Dormant,Pending Renewal,53.61,2018-03-31
Nairobi Region,Embakasi,3029.0,Dormant,Penalties,54.29,2016-11-30
North Rift Region,Iten,42994.0,Dormant,Penalties,16.47,2019-11-30
North Rift Region,Nandi Hills,49539.0,Dormant,Penalties,0.15,2020-03-31
South Rift Region,Nyahururu,55247.0,Dormant,Penalties,0.36,2020-04-30
Eastern Region,Machakos,84231.0,Active,P+I Current,76.31,2021-02-28
Nairobi Region,Thika,14168.0,Dormant,Pending Renewal,75.15,2018-03-31
Nairobi Region,Kariobangi,10098.0,Dormant,Penalties,29.85,2017-10-31
Coast Region,Voi,53357.0,Dormant,Pending Renewal,48.51,2020-03-31
North Rift Region,Eldoret1,45311.0,Inactive,Pending Renewal,,2018-10-31
Nairobi Region,Limuru,40825.0,Dormant,Penalties,35.81,2019-09-30
Coast Region,Kilifi,54041.0,Inactive,Pending Renewal,,2019-04-30
Nairobi Region,Embakasi,19542.0,Dormant,Penalties,9.73,2018-07-31
Eastern Region,Wote,77312.0,Active,Penalties,62.18,2020-10-31
North Rift Region,Kapenguria,29394.0,Dormant,Penalties,35.15,2019-04-30
South Rift AgriBiz,Ndunyu Njeru,38568.0,Dormant,Penalties,49.93,2020-05-31
North Rift Region,Kapenguria,40762.0,Dormant,Penalties,53.13,2019-12-31
South Rift AgriBiz,Londiani,52100.0,Dormant,Pending Renewal,49.77,2021-01-31
South Rift Region,Nyahururu,43718.0,Dormant,Penalties,27.8,2019-09-30
Coast Region,Malindi,72255.0,Dormant,Penalties,38.47,2021-02-28
Western Region,Kisumu,66449.0,Dormant,Penalties,36.7,2020-09-30
Nairobi Region,Thika,11100.0,Dormant,Penalties,3.25,2017-10-31
South Rift AgriBiz,Keringet,56519.0,Active,P+I In Default,66.24,2021-02-28
Central AgriBiz,Githunguri,56015.0,Active,P+I Current,47.94,2021-02-28
Nairobi Region,Limuru,14379.0,Dormant,Penalties,27.9,2018-03-31
Eastern Region,Mwingi,56956.0,Dormant,Penalties,58.69,2021-01-31
Nairobi Region,Kariobangi,644.0,Dormant,Penalties,54.16,2020-10-31
South Rift Region,Litein,54954.0,Dormant,Penalties,42.11,2020-06-30
South Rift Region,Bomet,13656.0,Inactive,Pending Renewal,,2017-03-31
Nairobi Region,Kariobangi,1675.0,Dormant,Penalties,38.99,2016-07-31
Nairobi Region,Kiambu,8444.0,Dormant,Penalties,18.58,2018-03-31
South Rift AgriBiz,Maili Nne,61043.0,Active,P+I In Default,65.94,2021-02-28
North Rift Region,Nandi Hills,19918.0,Inactive,Pending Renewal,,2017-06-30
South Rift Region,Litein,25366.0,Active,P+I Current,54.38,2021-02-28
North Rift Region,Kapenguria,75533.0,Active,Penalties,42.48,2021-02-28
Nairobi Region,Rongai,30831.0,Dormant,Penalties,46.55,2019-07-31
North Rift Region,Eldoret2,77504.0,Active,Penalties,36.77,2020-11-30
Eastern Region,Wote,79322.0,Active,Penalties,37.34,2020-12-31
South Rift Region,Nakuru,47599.0,Dormant,Penalties,19.51,2020-08-31
North Rift Region,Eldoret2,64010.0,Dormant,Penalties,25.6,2020-08-31
North Rift Region,Kapenguria,81633.0,Active,Penalties,41.46,2021-02-28
Western Region,Bondo,84279.0,Active,P+I In Default,53.94,2021-02-28
Nairobi Region,Ngong Road,58776.0,Dormant,Penalties,0.15,2020-05-31
Nairobi Region,Rongai,32485.0,Dormant,Pending Renewal,44.21,2019-05-31
Eastern Region,Wote,76139.0,Active,P+I Current,79.92,2021-02-28
Eastern Region,Matuu,53352.0,Dormant,Penalties,40.97,2020-05-31
South Rift Region,Nakuru,20389.0,Dormant,Penalties,42.3,2018-07-31
North Rift Region,Iten,21218.0,Dormant,Pending Renewal,32.01,2018-07-31
North Rift Region,Eldoret1,41571.0,Dormant,Penalties,46.58,2019-11-30
South Rift Region,Molo,40190.0,Dormant,Penalties,0.45,2019-07-31
Western Region,Bungoma,73937.0,Dormant,Penalties,1.02,2021-02-28
Eastern Region,Emali,84188.0,Active,P+I In Default,53.62,2021-02-28
North Rift Region,Eldoret1,47434.0,Dormant,Penalties,24.56,2020-03-31
South Rift AgriBiz,Londiani,52403.0,Dormant,Pending Renewal,65.15,2021-01-31
Coast Region,Mombasa,41488.0,Active,Penalties,49.7,2020-11-30
North Rift Region,Nandi Hills,26013.0,Dormant,Penalties,41.29,2019-09-30
North Rift Region,Kitale,33028.0,Dormant,Penalties,47.51,2020-07-31
South Rift Region,Nakuru,445.0,Dormant,Penalties,46.54,2016-12-31
Eastern Region,Matuu,74695.0,Dormant,P+I In Default,,2020-12-31
North Rift Region,Eldoret3,81750.0,Active,Penalties,55.42,2020-12-31
North Rift Region,Eldoret2,82229.0,Active,P+I In Default,,2020-12-31
South Rift Region,Nakuru,10800.0,Dormant,Pending Renewal,50.6,2019-12-31
Coast Region,Mombasa,41907.0,Dormant,Penalties,49.05,2020-07-31
Coast Region,Mtwapa,14034.0,Dormant,Penalties,0.15,2018-03-31
North Rift Region,Eldoret2,6160.0,Dormant,Penalties,35.61,2019-02-28
Western Region,Kakamega,61326.0,Dormant,Penalties,35.2,2020-08-31
Nairobi Region,Kahawa,72945.0,Dormant,Penalties,43.63,2021-02-28
North Rift Region,Eldoret2,71726.0,Dormant,Penalties,46.61,2021-02-28
Coast Region,Changamwe,46879.0,Dormant,Penalties,43.97,2020-07-31
Nairobi Region,Kariobangi,11908.0,Dormant,Penalties,31.84,2018-01-31
Coast Region,Mombasa,77694.0,Active,P+I Current,53.9,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,57997.0,Dormant,Pending Renewal,69.43,2021-02-28
Eastern Region,Kitui,66222.0,Dormant,Penalties,24.18,2020-10-31
Nairobi Region,Kiambu,72028.0,Dormant,Penalties,33.86,2021-02-28
Western Region,Busia,58591.0,Dormant,Pending Renewal,0.15,2020-05-31
North Rift Region,Eldoret3,42809.0,Dormant,Penalties,2.13,2019-09-30
Western Region,Kakamega,73237.0,Active,P+I Current,59.45,2021-02-28
Nairobi Region,Kariobangi,13801.0,Active,Penalties,45.04,2020-11-30
South Rift Region,Nakuru,59241.0,Dormant,Penalties,19.31,2020-07-31
South Rift Region,Nyahururu,31197.0,Dormant,Penalties,30.4,2019-06-30
South Rift Region,Narok,32314.0,Dormant,Penalties,40.8,2019-05-31
North Rift Region,Kapsabet,66328.0,Dormant,Penalties,0.15,2020-09-30
Coast Region,Malindi,35787.0,Active,Penalties,59.27,2021-02-28
Nairobi Region,Kiambu,63290.0,Dormant,Penalties,51.85,2021-02-28
South Rift Region,Nakuru,81743.0,Active,P+I Current,77.11,2021-02-28
North Rift Region,Kapsabet,36691.0,Dormant,Penalties,0.15,2019-05-31
North Rift Region,Nandi Hills,19723.0,Dormant,Penalties,25.4,2018-08-31
North Rift Region,Kitale,44660.0,Dormant,Penalties,57.45,2021-02-28
Nairobi Region,Embakasi,29760.0,Dormant,Penalties,28.3,2019-04-30
Western Region,Busia,52353.0,Active,Penalties,54.11,2021-02-28
Western Region,Bungoma,58549.0,Dormant,Penalties,67.71,2020-12-31
South Rift AgriBiz,Maili Nne,31159.0,Dormant,P+I In Default,,2020-08-31
Eastern Region,Machakos,83763.0,Active,Penalties,25.35,2021-02-28
South Rift AgriBiz,Keringet,54812.0,Dormant,Pending Renewal,71.17,2021-02-28
Eastern Region,Mwingi,71696.0,Dormant,Penalties,18.58,2021-02-28
Nairobi Region,Embakasi,48498.0,Dormant,Penalties,0.15,2019-12-31
Eastern Region,Matuu,77794.0,Active,P+I Current,70.46,2021-02-28
South Rift Region,Molo,40471.0,Dormant,Penalties,51.43,2019-08-31
South Rift Region,Kericho,13297.0,Dormant,Penalties,0.15,2018-02-28
Nairobi Region,Kiambu,84217.0,Active,Penalties,43.33,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,66707.0,Active,P+I In Default,,2019-09-30
Eastern Region,Wote,78714.0,Active,Penalties,50.22,2020-11-30
North Rift Region,Eldoret1,23351.0,Dormant,Penalties,60.01,2020-02-29
North Rift Region,Iten,42029.0,Dormant,Penalties,50.39,2020-12-31
South Rift Region,Litein,32700.0,Dormant,Penalties,52.45,2019-09-30
Nairobi Region,Limuru,82857.0,Active,Pending Renewal,67.26,2020-12-31
Western Region,Mbale,68119.0,Dormant,Penalties,27.79,2020-10-31
Central AgriBiz,Githunguri,34851.0,Dormant,P+I In Default,,2020-10-31
Nairobi Region,Thika,5430.0,Dormant,Pending Renewal,43.59,2017-11-30
South Rift AgriBiz,Nakuru AgriBiz,56127.0,Dormant,Pending Renewal,78.25,2021-01-31
Western Region,Mumias,63717.0,Active,P+I In Default,44.89,2020-12-31
South Rift Region,Litein,51993.0,Dormant,Pending Renewal,66.3,2020-03-31
Coast Region,Mtwapa,14868.0,Dormant,Pending Renewal,70.63,2020-08-31
North Rift Region,Kitale,58849.0,Dormant,Penalties,26.55,2020-05-31
Nairobi Region,Limuru,13569.0,Dormant,Penalties,28.31,2018-03-31
South Rift Region,Litein,20402.0,Dormant,Penalties,46.9,2018-07-31
North Rift Region,Eldoret3,34688.0,Dormant,Penalties,13.5,2019-05-31
South Rift Region,Litein,59272.0,Dormant,Penalties,41.92,2020-10-31
South Rift Region,Naivasha,42328.0,Dormant,Penalties,19.17,2019-08-31
South Rift Region,Litein,49106.0,Dormant,Penalties,24.62,2020-08-31
Western Region,Kisumu,65926.0,Active,P+I Current,58.44,2021-02-28
Nairobi Region,Embakasi,12718.0,Dormant,Penalties,36.34,2018-05-31
South Rift Region,Molo,48153.0,Dormant,Penalties,47.85,2020-01-31
North Rift Region,Kapenguria,26223.0,Dormant,Penalties,37.86,2019-07-31
South Rift AgriBiz,Maili Nne,60235.0,Dormant,Penalties,35.57,2021-02-28
Western Region,Kisumu,52060.0,Dormant,Penalties,40.88,2020-06-30
Nairobi Region,Thika,57581.0,Dormant,Pending Renewal,47.71,2020-05-31
North Rift Region,Kapenguria,13774.0,Dormant,Penalties,32.74,2020-12-31
North Rift Region,Eldoret2,5063.0,Dormant,Penalties,52.7,2018-10-31
North Rift Region,Kapsowar,78787.0,Active,P+I In Default,54.84,2021-02-28
Nairobi Region,Rongai,13132.0,Dormant,Penalties,0.15,2018-02-28
South Rift AgriBiz,Maili Nne,34838.0,Dormant,Penalties,40.33,2021-02-28
South Rift Region,Naivasha,956.0,Dormant,Penalties,34.54,2016-09-30
North Rift Region,Kitale,25301.0,Dormant,Penalties,43.55,2018-12-31
Nairobi Region,Ngong Road,45217.0,Active,Penalties,39.1,2020-10-31
Western Region,Kisumu,85136.0,New,P+I Current,,2021-02-28
South Rift Region,Nakuru,8015.0,Dormant,Penalties,0.65,2017-05-31
Nairobi Region,Kiambu,3851.0,Dormant,Penalties,36.7,2020-09-30
South Rift Region,Bomet,64964.0,Dormant,Penalties,28.86,2020-08-31
North Rift Region,Kapenguria,20612.0,Dormant,Penalties,18.13,2018-08-31
South Rift AgriBiz,Londiani,78195.0,Active,P+I Current,65.84,2021-02-28
Coast Region,Mariakani,28737.0,Active,Penalties,34.97,2021-01-31
Nairobi Region,Kariobangi,84230.0,Active,P+I In Default,,2021-02-28
North Rift Region,Kapsabet,78343.0,Active,Penalties,62.21,2020-11-30
